title,beds,bath,area,adress,type,purpose,flooPlan,url,lastUpdated,price
This 1400 Sq. Ft. Flat Is Up For Rent In Gulbag Residential Area,3,3,"1,050 sqft","Gulbag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1254415-400x300.webp,https://www.bproperty.com/en/property/details-2054076.html,"March 2, 2022",22 Thousand
Ready Flat 850 Sq Ft Is Now To Rent In Double Mooring,2,2,,"Pahartali, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-2055771.html,"September 29, 2022",12 Thousand
Ready Flat Is Now For Rent In Uttara Nearby Lubana General Hospital,4,4,"1,100 sqft","Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/825650-400x300.webp,https://www.bproperty.com/en/property/details-1909858.html,"September 27, 2022",35 Thousand
"An Apartment Is Ready For Rent At Banani DOHS, Near Banani DOHS Jame Mosjid.",3,4,"1,100 sqft","Banani DOHS, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/831372-400x300.webp,https://www.bproperty.com/en/property/details-1921978.html,"March 6, 2020",1.5 Lakh
"Create Your New Home In A Nice Flat For Rent In Banasree, Near Eastern Bank Limited",2,2,800 sqft,"Block E, Banasree, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1500789-400x300.webp,https://www.bproperty.com/en/property/details-1942245.html,"September 20, 2022",16 Thousand
Apartment For Rent In Double Mooring Nearby Double Mooring Jame Masjid,3,3,"1,050 sqft","Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1254415-400x300.webp,https://www.bproperty.com/en/property/details-1943063.html,"September 22, 2022",14 Thousand
Apartment for Rent in Double Mooring near Double Mooring Jame Masjid,2,2,"1,100 sqft","Middle Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/825650-400x300.webp,https://www.bproperty.com/en/property/details-1946021.html,"March 1, 2022",11 Thousand
Welcome You To This Affordable Flat In Double Mooring,2,2,"1,100 sqft","East Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/831372-400x300.webp,https://www.bproperty.com/en/property/details-1963030.html,"March 1, 2022",11.5 Thousand
Convenient Apartment For Rent In Uttara Near Lubana General Hospital,2,2,"1,335 sqft","Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1523730-400x300.webp,https://www.bproperty.com/en/property/details-1968416.html,"March 20, 2022",16 Thousand
Heaven In The Form Of A Perfect Home - Rent Now In Banasree,3,3,"1,500 sqft","Block M, South Banasree Project, Banasree, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1523061-400x300.webp,https://www.bproperty.com/en/property/details-1968789.html,"May 19, 2022",22 Thousand
"An Apartment Is Ready For Rent At Uttara , Near Gausul Azam Jameh Mosjid",2,2,"4,200 sqft","Sector 14, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1487974-400x300.webp,https://www.bproperty.com/en/property/details-1969314.html,"October 1, 2022",20 Thousand
Apartment Of 1280 Sq. ft For Rent In Paikpara Nearby Paikpara Jame Masjid,3,3,"1,335 sqft","Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1523730-400x300.webp,https://www.bproperty.com/en/property/details-1974996.html,"September 30, 2022",17 Thousand
Visit This Apartment Is Up For Rent At Baridhara Very Near To Ab Bank Limited,3,4,"1,250 sqft","Block K, Baridhara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1194867-400x300.webp,https://www.bproperty.com/en/property/details-1982522.html,"March 6, 2020",1.3 Lakh
"This Ready Apartment At Dakshin Khan, Near Shah Kabir Mazar Is Up For Rent.",3,2,"1,000 sqft","South Chalabon, Dakshin Khan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/489251-400x300.webp,https://www.bproperty.com/en/property/details-1986155.html,"March 20, 2022",15 Thousand
"At Nasirabad, flat for Rent close to Nasirabad High School",1 Bed,1 Bath,"1,250 sqft","Nasirabad C and B Colony, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1194867-400x300.webp,https://www.bproperty.com/en/property/details-1988790.html,"July 28, 2021",12.5 Thousand
Full Building for Rent in Double Mooring nearby DBBL ATM,7,8,"1,250 sqft","South Agrabad, Double Mooring, Chattogram",Building,For Rent,https://images-cdn.bproperty.com/thumbnails/1194867-400x300.webp,https://www.bproperty.com/en/property/details-1986836.html,"March 6, 2020",70 Thousand
Visit This 1200 Sq. Ft. Flat For Rent In 25 No. Rampur Ward,3,2,"1,250 sqft","25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1194867-400x300.webp,https://www.bproperty.com/en/property/details-1990536.html,"July 23, 2021",14 Thousand
This Flat Is Up For Rent At Shantibag R/a Near Shantibag R/a Jame Masjid,1 Bed,1 Bath,"1,250 sqft","Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1194867-400x300.webp,https://www.bproperty.com/en/property/details-1993605.html,"March 16, 2022",6.2 Thousand
"A nice residential flat of 1450 SQ FT, for rent, can be found in Uttara 13",3,3,"1,250 sqft","Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1194867-400x300.webp,https://www.bproperty.com/en/property/details-3108208.html,"September 16, 2022",35 Thousand
900 Sq Ft Ready Flat For Rent In Uttara-13,2,2,"4,200 sqft","Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1487974-400x300.webp,https://www.bproperty.com/en/property/details-3056561.html,"March 9, 2022",20 Thousand
1200 Sq Ft Serene Flat For Rent In Mirpur-1,3,3,900 sqft,"Section 1, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/888839-400x300.webp,https://www.bproperty.com/en/property/details-5470874.html,"June 21, 2022",19 Thousand
Properly designed this 700 SQ Ft apartment is now up for rent in Joar Sahara,2,2,850 sqft,"Joar Sahara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1536679-400x300.webp,https://www.bproperty.com/en/property/details-3703973.html,"March 18, 2022",13.5 Thousand
1150 Sq Ft Apartment With Great Rooms Is Ready To Rent At 4 No Chandgaon Ward,3,3,850 sqft,"Chandrima, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1508022-400x300.webp,https://www.bproperty.com/en/property/details-5518919.html,"September 8, 2022",23 Thousand
"A Distinct Flat Of 800 Sq Ft For Rent In Mohammadpur, Shekhertek",2,2,"1,335 sqft","Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1523730-400x300.webp,https://www.bproperty.com/en/property/details-5090740.html,"September 15, 2022",16 Thousand
This 700 sq. ft residence will ensure your good quality of living in Khilkhet,2,2,"3,200 sqft","Abur Tek, Khilkhet, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/115033-400x300.webp,https://www.bproperty.com/en/property/details-3876700.html,"September 25, 2022",14 Thousand
Find 1210 SQ FT home available to Rent in Middle Badda,3,3,"1,500 sqft","Middle Badda, Badda, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1332177-400x300.webp,https://www.bproperty.com/en/property/details-4072408.html,"September 27, 2022",24 Thousand
Verify This 1450 Square Feet Full Furnished Apartment Is Ready For Rent In Uttara-10,3,3,"1,335 sqft","Sector 10, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1523730-400x300.webp,https://www.bproperty.com/en/property/details-3043889.html,"September 29, 2022",70 Thousand
400 Sq Ft Ready Flat For Rent In Uttara-13,1 Bed,1 Bath,"1,335 sqft","Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1523730-400x300.webp,https://www.bproperty.com/en/property/details-4768369.html,"September 29, 2022",15 Thousand
Make this 1850 SQ FT rental family flat yours located at South Khulsi near to Ispahani Public School,3,3,,"South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-1731550.html,"March 6, 2020",35 Thousand
"A 1300 Sq Ft Ready Flat Is Here For Rent At Chawk Bazar, Near To Chatogram Metro School",3,2,,"Chawk Bazar, 16 No. Chawk Bazaar Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-1766297.html,"March 1, 2022",28 Thousand
For Rental purpose 600 SQ FT flat is now up for Rent in Uttara close to NRB Global Bank,1 Bed,1 Bath,,"Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-1781415.html,"March 9, 2022",13.5 Thousand
1320 Square Feet Residential Apartment For Rent,3,4,,"Block C, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-1784652.html,"March 4, 2022",26 Thousand
Beautiful and well-constructed 1050 SQ Ft apartment is ready for rent at East Shewrapara nearby AB Bank Limited.,3,2,,"Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-1789748.html,"March 6, 2020",15 Thousand
"Move In And Inhabit This 650 Sq Ft Properly Constructed Flat For Rent In Mirpur, Near Shah Shaheb Nagar Jame Masjid",2,2,"1,600 sqft","Middle Paikpara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1528071-400x300.webp,https://www.bproperty.com/en/property/details-1789868.html,"March 14, 2022",11 Thousand
"3 Bedroom, 3 Bathroom Apartment With A View Is Up For Rent Nearby Pirerbag Baitul Mamun Central Jame Masjid .",3,3,"1,450 sqft","West Shewrapara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1335798-400x300.webp,https://www.bproperty.com/en/property/details-4390039.html,"March 5, 2022",15 Thousand
A Very Well-fitted Home Is Here Sited At Dakkhin Paikpara Featuring 1300 Square Feet Space For Rent,3,3,,"Paikpara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-3248306.html,"March 6, 2022",17 Thousand
1255 Sq Ft Apartment With Modern Home Features For Rent In Shahjahanpur,3,3,,Dhaka,Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-4031269.html,"September 9, 2022",30 Thousand
"Built With Modern Amenities, Check This Flat For Rent In The Location Of Sugandha Residential Area .",3,3,,"Sugandha Residential Area, Panchlaish, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-4921809.html,"March 9, 2022",28 Thousand
Dwell In This 1500 Square Feet Apartment For Rent In Bashundhara R-a,4,3,,"Block I, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-5522857.html,"September 22, 2022",35 Thousand
"1500 Square Feet Residential Apartment With 4 Bedrooms For Rent In Bashundhara R-a, Block I",4,3,"1,250 sqft","Block I, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1549009-400x300.webp,https://www.bproperty.com/en/property/details-5522858.html,"September 22, 2022",35 Thousand
Decide To Reside In This 1500 Square Feet Apartment For Rent In Bashundhara,4,3,"1,200 sqft","Block I, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1508732-400x300.webp,https://www.bproperty.com/en/property/details-5522859.html,"September 22, 2022",35 Thousand
"A Well Defined Residential Flat Of 550 Sq Ft Is Available For Rent In Banasree Block E, Near Banasree Ideal School And College",2,1 Bath,"1,200 sqft","Block E, Banasree, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1534800-400x300.webp,https://www.bproperty.com/en/property/details-1811654.html,"December 14, 2022",10 Thousand
Apartment For Rent In Double Mooring Close To Dbbl,2,2,"1,050 sqft","Rampur, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1114529-400x300.webp,https://www.bproperty.com/en/property/details-1964232.html,"September 15, 2022",11.5 Thousand
1050 Sq Ft Flat For Rent In Bandar Near Peer Ali Shah Majar Masjid,2,2,,"West Nimtala, Bandar, 36 Goshail Danga Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-2020501.html,"September 14, 2022",13 Thousand
A Nicely Planned 1200 Sq Ft Flat Is Up For Rent In Kazir Dewri,3,2,,"Kazir Dewri, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-2025139.html,"June 29, 2020",23 Thousand
A Standard 850 Sq. Ft Flat Is For Rent Next To Janata Housing Nurani Jame Masjid,2,2,,"Janata Housing Society, Adabor, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-3886815.html,"September 11, 2022",16 Thousand
"Perfect For A Family Home, This Apartment Of 1350 Sq Ft Is Up For Rent In Shah Ali Bag",3,3,"1,250 sqft","Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1537404-400x300.webp,https://www.bproperty.com/en/property/details-4840902.html,"March 4, 2022",19 Thousand
"In The Beautiful Neighborhood In Polytechnic Road, Bayazid A 3 Bedroom Flat Is Up For Rent",3,2,,"Bayazid, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-5143847.html,"June 6, 2022",13 Thousand
Near By Kazipara Mosjid 700 Sq. Ft Flat For Rent .,2,2,"1,500 sqft","Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1456426-400x300.webp,https://www.bproperty.com/en/property/details-3492592.html,"September 16, 2022",11.5 Thousand
Beautiful Flat Of 1400 Sq Ft Is Vacant Right Now For Rental Purpose In Green View R/a,3,3,"1,400 sqft","Green View Residential Area, 11 No. South Kattali Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1306786-400x300.webp,https://www.bproperty.com/en/property/details-4744807.html,"September 11, 2022",15 Thousand
Suitable For Family Living A 650 Sq Ft Flat Is Available For Rent In Sarulia,2,1 Bath,"1,290 sqft","Bamoil, Sarulia, Demra, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1279034-400x300.webp,https://www.bproperty.com/en/property/details-5298531.html,"September 1, 2022",7.5 Thousand
"950 Sq Ft Flat For Rent In Mirpur, Paikpara",3,2,"1,290 sqft","Paikpara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1279034-400x300.webp,https://www.bproperty.com/en/property/details-3857195.html,"February 19, 2022",14 Thousand
"When Location, And Convenience Is Your Priority This 3 Bedroom Flat Is For You In Zakir Hossain Housing Society.",3,3,"1,300 sqft","Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1285887-400x300.webp,https://www.bproperty.com/en/property/details-3529104.html,"February 26, 2022",25 Thousand
"Choose This Modern 2360 Sq Ft Full Furnished Apartment For Rent In The Area Of Baridhara, United Nations Road",3,3,"1,240 sqft","Baridhara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1014010-400x300.webp,https://www.bproperty.com/en/property/details-5118690.html,"September 12, 2022",1.1 Lakh
"Create Your Home In This 850 Sq Ft Flat For Rent In Mohammadpur, Pc Culture Housing",2,2,"1,240 sqft","PC Culture Housing, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1014010-400x300.webp,https://www.bproperty.com/en/property/details-5494248.html,"September 16, 2022",15.5 Thousand
1400 Square Feet Residential Apartment With Perfect Rooms For Rent At Uttara-7,3,3,"1,240 sqft","Sector 7, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1014010-400x300.webp,https://www.bproperty.com/en/property/details-3460081.html,"October 11, 2022",35 Thousand
Deal With This 1700 Sq Ft Apartment For Rent At North Khulshi,3,3,"1,500 sqft","Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1456426-400x300.webp,https://www.bproperty.com/en/property/details-3547452.html,"November 18, 2022",25 Thousand
"Great News! In The Suitable Location Of Uttara 6, An Eye-catching House Of 2000 Sq Ft Is Up For Rent",4,4,"1,200 sqft","Sector 6, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1537972-400x300.webp,https://www.bproperty.com/en/property/details-5008625.html,"September 24, 2022",45 Thousand
